BCCenergy_pa_composition_average,HeatVaporization_max_value,MeltingT_max_value,HeatVaporization_difference,BCCfermi_composition_average,MeltingT_difference,HeatVaporization_composition_average,BoilingT_composition_average,phi_max_value,NdValence_composition_average,HHIp_composition_average,valence_composition_average,phi_difference,HeatFusion_composition_average,n_ws^third_composition_average,n_ws^third_max_value,NValance_composition_average,GSenergy_pa_composition_average,CovalentRadii_composition_average,GSmagmom_composition_average,ThermalExpansionCoefficient_composition_average,MiracleRadius_composition_average,BCCmagmom_composition_average,BCCvolume_padiff_composition_average,MeltingT_composition_average
-3.5828641780000003,446.7,2183.0,443.2891,3.714826987,2128.2,117.83653999999999,1091.86,4.25,0.6,1910.0,2.6,1.85,6.023,0.5289999999999999,1.64,5.0,-4.964435872,1.0090000000000001,0.0,474.41,102.4,0.0,-1.198,666.7800000000002
-3.67311139575,446.7,2183.0,443.2891,3.52063453125,2128.2,122.43604,1164.01,4.25,0.6,1932.5,2.625,1.85,5.910749999999998,0.5049999999999999,1.64,5.1,-5.0554784445,1.05725,0.0,473.79,106.85,0.0,-1.2919999999999998,685.58
-3.7469317055,446.7,2183.0,443.2891,3.5640306645,2128.2,126.10553999999999,1206.96,4.25,0.6,2065.0,2.65,1.85,5.903499999999998,0.514,1.64,5.2,-5.132466888,1.0505,0.0,473.4,106.1,0.0,-1.255,691.68
-3.894572325,446.7,2183.0,443.2891,3.6508229310000004,2128.2,133.44454000000002,1292.86,4.25,0.6,2330.0,2.7,1.85,5.8889999999999985,0.5319999999999999,1.64,5.4,-5.286443775,1.037,0.0,472.62,104.6,0.0,-1.181,703.88
-3.67355608425,446.7,2183.0,443.2891,3.5242747637500003,2128.2,123.65978999999999,1168.76,4.25,0.6,1932.5,2.625,1.85,5.9045,0.5049999999999999,1.64,5.075,-5.05576541,1.0575,0.0,473.7525,106.875,0.0,-1.290625,683.33
-3.7478210825,446.7,2183.0,443.2891,3.5713111295,2128.2,128.55303999999998,1216.46,4.25,0.6,2065.0,2.65,1.85,5.891,0.514,1.64,5.15,-5.133040819,1.051,0.0,473.325,106.15,0.0,-1.25225,687.18
-3.67167362075,446.7,2183.0,443.2891,3.515896368,2128.2,120.13479,1131.585,4.25,0.6,1932.5,2.625,1.85,5.947749999999999,0.50525,1.64,5.15,-5.054254151875,1.05675,0.0,473.6175,106.925,0.0,-1.2875,686.855
-3.7440561555,446.7,2183.0,443.2891,3.554554338,2128.2,121.50303999999998,1142.11,4.25,0.6,2065.0,2.65,1.85,5.977499999999999,0.5145,1.64,5.3,-5.13001830275,1.0495,0.0,473.055,106.25,0.0,-1.246,694.23
-3.888821225,446.7,2183.0,443.2891,3.631870278,2128.2,124.23953999999999,1163.16,4.25,0.6,2330.0,2.7,1.85,6.036999999999999,0.5329999999999999,1.64,5.6,-5.2815466045,1.035,0.0,471.93,104.9,0.0,-1.163,708.98
-3.71585002625,446.7,2183.0,443.2891,3.51527639625,2128.2,125.17653999999999,1170.135,4.25,0.625,1940.0,2.625,1.85,6.017,0.50525,1.64,5.025,-5.098034655375001,1.05675,0.0,473.9,106.775,0.0,-1.291875,698.205
-3.8324089664999996,446.7,2183.0,443.2891,3.5533143945,2128.2,131.58653999999999,1219.21,4.25,0.65,2080.0,2.65,1.85,6.1160000000000005,0.5145,1.64,5.05,-5.2175793097500005,1.0495,0.0,473.62,105.95,0.0,-1.25475,716.93
-3.467064247,446.7,2183.0,443.2891,3.509964684,2128.2,114.86903999999998,1098.86,4.25,0.525,1757.5,2.55,1.85,5.64825,0.48975,1.64,4.95,-4.84864406175,1.063,0.0,474.5475,107.775,0.0,-1.318,648.24175
-3.3348374080000003,446.7,2183.0,443.2891,3.54269097,2128.2,110.97154,1076.66,4.25,0.45,1715.0,2.5,1.85,5.3785,0.4835,1.64,4.9,-4.7187981225,1.062,0.0,474.915,107.95,0.0,-1.307,617.0034999999998
-3.07038373,446.7,2183.0,443.2891,3.608143542,2128.2,103.17654,1032.26,4.25,0.3,1630.0,2.4,1.85,4.8389999999999995,0.4709999999999999,1.64,4.8,-4.459106244,1.06,0.0,475.65,108.3,0.0,-1.285,554.5269999999998
-3.550311733,446.7,2183.0,443.2891,3.469373217,2128.2,116.93153999999998,1109.06,5.1,0.7,1795.0,2.55,2.7,5.7855,0.49875,1.75,5.1,-4.9320182123750005,1.0625,0.03871178,474.295,107.375,0.04210093,-1.324125,669.105
-3.50133238,446.7,2183.0,443.2891,3.461508036,2128.2,115.09653999999998,1097.06,5.1,0.8,1790.0,2.5,2.7,5.653,0.5015,1.75,5.2,-4.88554642375,1.061,0.07742356,474.41,107.15,0.08420185999999999,-1.31925,658.73
-3.4033736739999996,446.7,2183.0,443.2891,3.445777674,2128.2,111.42653999999999,1073.06,5.1,1.0,1780.0,2.4,2.7,5.388,0.5069999999999999,1.75,5.4,-4.7926028465,1.058,0.15484712,474.64,106.7,0.16840371999999998,-1.3095,637.98
-3.61342975825,446.7,2183.0,443.2891,3.5152889152499998,2128.2,116.08653999999999,1102.66,4.65,0.65,1795.0,2.625,2.2500000000000004,5.9055,0.49825,1.73,5.025,-4.99265139725,1.063,0.0,474.0925,107.5,0.0,-1.3295,679.405
-3.6275684305,446.7,2183.0,443.2891,3.5533394325,2128.2,113.40653999999998,1084.26,4.65,0.7,1790.0,2.65,2.2500000000000004,5.893,0.5005,1.73,5.05,-5.0068127935,1.0619999999999998,0.0,474.005,107.4,0.0,-1.33,679.33
-3.655845775,446.7,2183.0,443.2891,3.629440467,2128.2,108.04654,1047.46,4.65,0.8,1780.0,2.7,2.2500000000000004,5.867999999999999,0.5049999999999999,1.73,5.1,-5.035135586,1.06,0.0,473.83,107.2,0.0,-1.331,679.18
-3.46688175075,446.7,2183.0,443.2891,3.425331341,2128.2,115.11153999999999,1109.06,4.45,0.775,1757.5,2.525,2.0500000000000003,5.7205,0.49175,1.64,5.15,-4.84702485425,1.06275,0.0,474.3825,107.4,0.0,-1.32875,658.84925
-3.3344724155,446.7,2183.0,443.2891,3.3734242840000004,2128.2,111.45654,1097.06,4.45,0.95,1715.0,2.45,2.0500000000000003,5.523,0.4875,1.64,5.3,-4.7155597075,1.0615,0.0,474.585,107.2,0.0,-1.3285,638.2185000000002
-3.069653745,446.7,2183.0,443.2891,3.26961017,2128.2,104.14654,1073.06,4.45,1.3,1630.0,2.3,2.0500000000000003,5.127999999999999,0.479,1.64,5.6,-4.4526294140000005,1.0590000000000002,0.0,474.99,106.79999999999998,0.0,-1.3279999999999998,596.957
-3.58294667775,446.7,2183.0,443.2891,3.47715018425,2128.2,116.33653999999999,1107.41,4.93,0.675,1777.5,2.625,2.53,5.72575,0.49925,1.77,5.075,-4.96214559275,1.06275,0.05276657,474.265,107.375,0.05276657,-1.329,670.18
-3.5666022695,446.7,2183.0,443.2891,3.4770619705000003,2128.2,113.90653999999998,1093.76,4.93,0.75,1755.0,2.65,2.53,5.5335,0.5025,1.77,5.15,-4.9458011845000005,1.0615,0.10553314,474.35,107.15,0.10553314,-1.329,660.88
-3.5339134530000003,446.7,2183.0,443.2891,3.4768855430000003,2128.2,109.04654,1066.46,4.93,0.8999999999999999,1710.0,2.7,2.53,5.149,0.5089999999999999,1.77,5.300000000000002,-4.913112368,1.0590000000000002,0.21106628,474.52,106.7,0.21106628,-1.329,642.28
-3.4502693377499996,446.7,2183.0,443.2891,3.4146092667500003,2128.2,114.00053999999999,1090.985,4.25,0.775,1855.0,2.55,1.85,5.520124999999998,0.48775,1.64,5.2,-4.8303148663125,1.065,0.0,474.4625,107.6,0.0,-1.3519375,632.47775
-3.3012475895,446.7,2183.0,443.2891,3.3519801355000003,2128.2,109.23453999999998,1060.91,4.25,0.95,1910.0,2.5,1.85,5.12225,0.4795,1.64,5.4,-4.682139731625,1.0659999999999998,0.0,474.745,107.6,0.0,-1.3748749999999998,585.4755
-3.003204093,446.7,2183.0,443.2891,3.2267218730000002,2128.2,99.70254,1000.76,4.25,1.3,2020.0,2.4,1.85,4.3264999999999985,0.463,1.64,5.800000000000002,-4.38578946225,1.068,0.0,475.31,107.6,0.0,-1.42075,491.471
-3.4827686910000004,446.7,2183.0,443.2891,3.4253639125,2128.2,115.95653999999999,1106.385,4.55,0.775,1850.0,2.575,2.15,6.3039999999999985,0.48925,1.64,5.225,-4.870409472375,1.0639999999999998,0.0,474.1125,107.1,0.0,-1.433625,655.1899999999998
-3.3662462960000004,446.7,2183.0,443.2891,3.373489427,2128.2,113.14654,1091.71,4.55,0.95,1900.0,2.55,2.15,6.69,0.4825,1.64,5.45,-4.76232894375,1.0639999999999998,0.0,474.045,106.6,0.0,-1.53825,630.9000000000002
-3.1332015060000002,446.7,2183.0,443.2891,3.269740456,2128.2,107.52654,1062.36,4.55,1.3,2000.0,2.5,2.15,7.462000000000001,0.469,1.64,5.9,-4.5461678865,1.064,0.0,473.91,105.6,0.0,-1.7475,582.32
-3.62017580275,661.07,2506.0,657.6591000000002,3.43417961275,2451.2,124.12579,1150.96,4.25,0.5750000000000001,1802.5,2.575,1.85,6.060499999999998,0.49125,1.64,5.325,-5.003865967125,1.0695,0.0,474.1175,108.2,0.0,-1.33725,687.555
-3.6410605195,661.07,2506.0,657.6591000000002,3.3911208275,2451.2,129.48504,1180.86,4.25,0.55,1805.0,2.55,1.85,6.2029999999999985,0.4865,1.64,5.65,-5.02924193325,1.075,0.0,474.055,108.8,0.0,-1.3455,695.63
-3.682829953,661.07,2506.0,657.6591000000002,3.305003257,2451.2,140.20353999999998,1240.66,4.25,0.5,1810.0,2.5,1.85,6.488,0.4769999999999999,1.64,6.300000000000002,-5.0799938655000005,1.0859999999999999,0.0,473.93,110.0,0.0,-1.3619999999999999,711.7800000000002
-3.581488458,563.58,2739.0,560.1691000000002,3.55686246675,2684.2,121.68853999999999,1146.585,5.55,0.7,1855.0,2.55,3.15,6.4085,0.5007499999999999,1.83,5.45,-4.97622127,1.0652499999999998,0.0,474.13,107.65,0.0120771375,-1.3185,693.38
-3.56368583,563.58,2739.0,560.1691000000002,3.6364865355,2684.2,124.61054,1172.11,5.55,0.8,1910.0,2.5,3.15,6.899,0.5055,1.83,5.9,-4.973952539,1.0665,0.0,474.08,107.7,0.024154275,-1.308,707.2800000000002
-3.5280805740000005,563.58,2739.0,560.1691000000002,3.795734673,2684.2,130.45453999999998,1223.16,5.55,1.0,2020.0,2.4,3.15,7.88,0.5149999999999999,1.83,6.8,-4.969415077,1.069,0.0,473.98,107.79999999999998,0.04830855,-1.287,735.08
-3.4136513395000003,446.7,2183.0,443.2891,3.4180242335,2128.2,110.78903999999999,1063.135,4.25,0.525,1850.0,2.525,1.85,5.5924999999999985,0.48425,1.64,4.925,-4.793565291499999,1.0675,0.0,474.59,108.25,0.0,-1.32925,647.9799999999998
-3.228011593,446.7,2183.0,443.2891,3.3588100689999996,2128.2,102.81154000000001,1005.21,4.25,0.45,1900.0,2.45,1.85,5.267,0.4725,1.64,4.85,-4.608640582,1.071,0.0,475.0,108.9,0.0,-1.3295,616.4799999999998
-2.8567321000000003,446.7,2183.0,443.2891,3.24038174,2128.2,86.85654,889.3599999999999,4.25,0.3,2000.0,2.3,1.85,4.6160000000000005,0.449,1.64,4.7,-4.238791163,1.078,0.0,475.82,110.2,0.0,-1.33,553.48
-3.5975698377499996,446.7,2183.0,443.2891,3.5052364155,2128.2,113.09254,1087.41,4.45,0.65,1757.5,2.65,2.0500000000000003,5.70325,0.49525,1.64,5.05,-4.9805226150085,1.06275,7.753017241375e-06,474.5125,107.54999999999998,0.0204643225,-1.328439655175,662.88
-3.5958485895,446.7,2183.0,443.2891,3.533234433,2128.2,107.41854,1053.76,4.45,0.7,1715.0,2.7,2.0500000000000003,5.4885,0.4945,1.64,5.1,-4.9825552290170005,1.0615,1.550603448275e-05,474.845,107.5,0.040928645,-1.32787931035,646.28
-3.592406093,446.7,2183.0,443.2891,3.589230468,2128.2,96.07054000000001,986.46,4.45,0.8,1630.0,2.8,2.0500000000000003,5.058999999999998,0.493,1.64,5.2,-4.986620457034,1.0590000000000002,3.10120689655e-05,475.51,107.4,0.08185729,-1.3267586207,613.08
-3.6469622630000003,590.4,2896.0,586.9891,3.531787795,2841.2,122.35904,1151.86,4.65,0.65,1777.5,2.625,2.2500000000000004,6.3175,0.49925,1.77,5.025,-5.026161178000001,1.0659999999999998,0.0,474.09,107.725,0.0,-1.329,697.305
-3.694633440000001,590.4,2896.0,586.9891,3.586337192,2841.2,125.95153999999998,1182.66,4.65,0.7,1755.0,2.65,2.2500000000000004,6.7170000000000005,0.5025,1.77,5.05,-5.073832355,1.0679999999999998,0.0,474.0,107.85,0.0,-1.329,715.13
-3.7899757939999996,590.4,2896.0,586.9891,3.695435986,2841.2,133.13654,1244.26,4.65,0.8,1710.0,2.7,2.2500000000000004,7.516,0.5089999999999999,1.77,5.1,-5.169174709,1.072,0.0,473.82,108.1,0.0,-1.329,750.7800000000002
-3.249278921,446.7,2183.0,443.2891,3.3413154510000003,2128.2,111.84653999999999,1071.66,5.2,1.1,1570.0,2.4,2.8000000000000003,5.516,0.5069999999999999,1.75,5.5,-4.639196388999999,1.057,0.05953947,474.68,106.79999999999998,0.006456720000000001,-1.3279999999999998,633.98
-3.6341187102499997,627.6,3306.0,624.1891,3.53529590225,3251.2,123.28903999999999,1161.185,5.4,0.675,1855.0,2.675,3.0000000000000004,6.82675,0.50125,1.85,5.425,-5.035526083500001,1.065,0.0,474.0975,107.625,0.0,-1.31675,707.555
-3.6689463344999997,627.6,3306.0,624.1891,3.5933534065000003,3251.2,127.81153999999998,1201.31,5.4,0.75,1910.0,2.75,3.0000000000000004,7.7355,0.5065,1.85,5.85,-5.092562166,1.0659999999999998,0.0,474.015,107.65,0.0,-1.3045,735.63
-3.738601583,627.6,3306.0,624.1891,3.709468415,3251.2,136.85654,1281.56,5.4,0.8999999999999999,2020.0,2.9000000000000004,3.0000000000000004,9.553,0.5169999999999999,1.85,6.7,-5.206634331,1.068,0.0,473.85,107.7,0.0,-1.28,791.7800000000002
-3.5030848912500003,446.7,2183.0,443.2891,3.445537578,2128.2,117.43153999999998,1109.96,5.45,0.775,1797.5,2.575,3.0500000000000003,5.799,0.49675,1.67,5.125,-4.883452848,1.0655,0.0,474.265,107.79999999999998,0.0,-1.3275,670.6062499999998
-3.4068786965,446.7,2183.0,443.2891,3.4138367580000004,2128.2,116.09653999999998,1098.86,5.45,0.95,1795.0,2.55,3.0500000000000003,5.68,0.4975,1.67,5.25,-4.7884156949999985,1.067,0.0,474.35,108.0,0.0,-1.3259999999999998,661.7325000000002
-3.2144663070000004,446.7,2183.0,443.2891,3.350435118,2128.2,113.42653999999999,1076.66,5.45,1.3,1790.0,2.5,3.0500000000000003,5.442,0.499,1.67,5.5,-4.598341389,1.07,0.0,474.52,108.4,0.0,-1.3230000000000002,643.985
-3.5239380185000004,510.45,2183.0,507.0391,3.5088651427500004,2128.2,120.36028999999999,1131.51,5.65,0.75,1855.0,2.575,3.2500000000000004,5.934875,0.4995,1.78,5.475,-4.90572122575,1.0659999999999998,0.0,474.19,107.725,0.0,-1.32775,675.9399999999998
-3.4485849510000004,510.45,2183.0,507.0391,3.5404918875,2128.2,121.95404,1141.96,5.65,0.9,1910.0,2.55,3.2500000000000004,5.9517500000000005,0.503,1.78,5.949999999999998,-4.8329524505000006,1.0679999999999998,0.0,474.2,107.85,0.0,-1.3265,672.4000000000002
-3.2978788160000003,510.45,2183.0,507.0391,3.603745377,2128.2,125.14153999999999,1162.86,5.65,1.2,2020.0,2.5,3.2500000000000004,5.9855,0.51,1.78,6.9,-4.6874149,1.072,0.0,474.22,108.1,0.0,-1.3239999999999998,665.32
-3.67835402,707.1,3459.0,703.6891,3.53453028475,3404.2,125.27654,1175.785,5.2,0.65,1800.0,2.65,2.8000000000000003,6.2325,0.50125,1.85,5.4,-5.065434177875,1.0655,0.0,474.125,107.67499999999998,0.0,-1.325375,711.38
-3.757416954,707.1,3459.0,703.6891,3.5918221714999996,3404.2,131.78654,1230.51,5.2,0.7,1800.0,2.7,2.8000000000000003,6.547000000000001,0.5065,1.85,5.800000000000002,-5.152378354750001,1.067,0.0,474.07,107.75,0.0,-1.32175,743.2800000000002
-3.915542822,707.1,3459.0,703.6891,3.706405945,3404.2,144.80653999999998,1339.96,5.2,0.8,1800.0,2.8,2.8000000000000003,7.176,0.5169999999999999,1.85,6.6,-5.3262667085,1.07,0.0,473.96,107.9,0.0,-1.3145,807.08
-3.5485591665000005,495.39,2237.0,491.9791,3.5000834575,2182.2,119.98378999999998,1128.26,5.4,0.7250000000000001,1797.5,2.625,3.0000000000000004,6.0452499999999985,0.499,1.76,5.1,-4.936349621750001,1.06475,0.0,474.175,107.54999999999998,0.0092589225,-1.3215,680.8299999999998
-3.497827247,495.39,2237.0,491.9791,3.522928517,2182.2,121.20103999999998,1135.46,5.4,0.8500000000000001,1795.0,2.65,3.0000000000000004,6.1724999999999985,0.502,1.76,5.2,-4.8942092425000014,1.0655,0.0,474.17,107.5,0.018517845,-1.314,682.1800000000002
-3.396363408,495.39,2237.0,491.9791,3.568618636,2182.2,123.63553999999999,1149.86,5.4,1.1,1790.0,2.7,3.0000000000000004,6.4270000000000005,0.508,1.76,5.4,-4.809928483999999,1.067,0.0,474.16,107.4,0.03703569,-1.2990000000000002,684.88
-3.5900828782500005,567.77,2607.0,564.3591,3.5348698552499997,2552.2,121.79328999999998,1139.635,5.4,0.7,1797.5,2.675,3.0000000000000004,6.34525,0.5007499999999999,1.83,5.075,-4.9848743230000006,1.06475,0.0,474.13,107.6,1.4324999999999996e-06,-1.319,690.0799999999998
-3.5808746705,567.77,2607.0,564.3591,3.5925013125,2552.2,124.82003999999998,1158.21,5.4,0.8,1795.0,2.75,3.0000000000000004,6.7725,0.5055,1.83,5.15,-4.991258645,1.0655,0.0,474.08,107.6,2.865e-06,-1.3090000000000002,700.6800000000002
-3.53011184775,446.7,2183.0,443.2891,3.4271578745,2128.2,115.21904,1106.635,4.25,0.55,1855.0,2.55,1.85,5.733,0.48675,1.64,4.95,-4.912146311,1.0695,1.5875000000000002e-07,474.22,108.29999999999998,0.0,-1.329875,670.255
-3.4609326095,446.7,2183.0,443.2891,3.377077351,2128.2,111.67154,1092.21,4.25,0.5,1910.0,2.5,1.85,5.547999999999999,0.4775,1.64,4.9,-4.845802621,1.075,3.1750000000000003e-07,474.26,109.0,0.0,-1.33075,661.03
-3.3225741330000003,446.7,2183.0,443.2891,3.276916304,2128.2,104.57654000000001,1063.36,4.25,0.4,2020.0,2.4,1.85,5.177999999999999,0.459,1.64,4.8,-4.713115241000001,1.0859999999999999,6.350000000000001e-07,474.34,110.4,0.0,-1.3325,642.58
-3.4983598285000004,446.7,2183.0,443.2891,3.5637232155,2128.2,116.57404,1108.385,4.7,0.525,1835.0,2.575,2.3000000000000003,6.63575,0.4925,1.64,4.975,-4.890631433875001,1.06125,0.0,474.035,107.0,0.0,-1.47475,667.0799999999998
-3.3974285710000003,446.7,2183.0,443.2891,3.650208033,2128.2,114.38154,1095.71,4.7,0.45,1870.0,2.55,2.3000000000000003,7.3535,0.489,1.64,4.95,-4.80277286675,1.0585,0.0,473.89,106.4,0.0,-1.6204999999999998,654.6800000000002
-3.195566056,446.7,2183.0,443.2891,3.823177668,2128.2,109.99654,1070.36,4.7,0.3,1940.0,2.5,2.3000000000000003,8.789,0.48200000000000004,1.64,4.9,-4.6270557325000015,1.053,0.0,473.6,105.2,0.0,-1.912,629.88
-3.47318270475,446.7,2183.0,443.2891,3.5421265305,2128.2,114.85829,1100.935,4.25,0.775,1782.5,2.575,1.85,5.55925,0.486,1.64,5.225,-4.854034661,1.06875,0.0,474.52,108.125,0.0,-1.5303749999999998,637.5319999999998
-3.3470743235,446.7,2183.0,443.2891,3.607014663,2128.2,110.95004,1080.81,4.25,0.95,1765.0,2.55,1.85,5.2005,0.47600000000000003,1.64,5.45,-4.729579321,1.0735,0.0,474.86,108.65,0.0,-1.73175,595.5840000000002
-3.0948575610000004,446.7,2183.0,443.2891,3.736790928,2128.2,103.13354,1040.56,4.25,1.3,1730.0,2.5,1.85,4.4830000000000005,0.456,1.64,5.9,-4.480668641,1.083,0.0,475.54,109.7,0.0,-2.1345,511.68800000000005
-3.5673412714999997,446.7,2183.0,443.2891,3.3902666222500004,2128.2,118.22904,1118.06,4.25,0.5750000000000001,1745.0,2.575,1.85,5.7342499999999985,0.493,1.64,4.975,-4.94938916175,1.0665,5.633333333325e-07,474.185,107.79999999999998,0.0,-1.32525,673.43
-3.535391457,446.7,2183.0,443.2891,3.3032948464999996,2128.2,117.69154,1115.06,4.25,0.55,1690.0,2.55,1.85,5.5505,0.49,1.64,4.95,-4.9202883225,1.069,1.126666666665e-06,474.19,108.0,0.0,-1.3215,667.38
-3.471491828,446.7,2183.0,443.2891,3.129351295,2128.2,116.61653999999999,1109.06,4.25,0.5,1580.0,2.5,1.85,5.183,0.4839999999999999,1.64,4.9,-4.862086644,1.074,2.25333333333e-06,474.2,108.4,0.0,-1.314,655.2800000000002
-3.5343170067500003,446.7,2183.0,443.2891,3.3966650845,2128.2,117.43153999999998,1119.51,4.25,0.55,1962.5,2.55,1.85,5.66525,0.48525,1.64,4.95,-4.916623478125,1.0739999999999998,0.0,474.2525,108.725,0.0,-1.324875,669.88
-3.4693429275,446.7,2183.0,443.2891,3.3160917710000004,2128.2,116.09654,1117.96,4.25,0.5,2125.0,2.5,1.85,5.4125,0.4745,1.64,4.9,-4.85475695525,1.084,0.0,474.325,109.85,0.0,-1.32075,660.28
-3.3393947689999997,446.7,2183.0,443.2891,3.1549451439999996,2128.2,113.42653999999999,1114.86,4.25,0.4,2450.0,2.4,1.85,4.907,0.453,1.64,4.8,-4.7310239095,1.104,0.0,474.47,112.1,0.0,-1.3125,641.08
-3.40473685625,446.7,2183.0,443.2891,3.4137396805,2128.2,110.48154,1058.56,4.25,0.775,1757.5,2.525,1.85,5.5572,0.488,1.64,5.175,-4.786008481625,1.06475,0.0,474.725,107.75,0.0,-1.3239999999999998,642.222
-3.2101826265,446.7,2183.0,443.2891,3.350240963,2128.2,102.19653999999998,996.06,4.25,0.95,1715.0,2.45,1.85,5.1964,0.48,1.64,5.35,-4.59352696225,1.0655,0.0,475.27,107.9,0.0,-1.319,604.964
-2.821074167,446.7,2183.0,443.2891,3.223243528,2128.2,85.62654,871.06,4.25,1.3,1630.0,2.3,1.85,4.4748,0.464,1.64,5.7,-4.2085639235,1.067,0.0,476.36,108.2,0.0,-1.3090000000000002,530.448
-3.5874914405,590.5,2183.0,587.0891,3.42156411475,2128.2,122.36154,1146.11,4.25,0.5750000000000001,1802.5,2.575,1.85,5.9055,0.49025,1.64,4.975,-4.9686574476250005,1.06975,0.0,474.1125,108.2,0.0,-1.340125,678.1049999999998
-3.575691795,590.5,2183.0,587.0891,3.3658898314999997,2128.2,125.95654,1171.16,4.25,0.55,1805.0,2.55,1.85,5.893,0.4845,1.64,4.95,-4.95882489425,1.0755,0.0,474.045,108.8,0.0,-1.3512499999999998,676.7299999999998
-3.5520925039999995,590.5,2183.0,587.0891,3.2545412650000003,2128.2,133.14654000000002,1221.26,4.25,0.5,1810.0,2.5,1.85,5.867999999999999,0.4729999999999999,1.64,4.9,-4.9391597875,1.087,0.0,473.91,110.0,0.0,-1.3735,673.98
-3.599291086,446.7,2183.0,443.2891,3.4772383980000003,2128.2,118.76654,1121.06,4.25,0.6,1800.0,2.6,1.85,5.917999999999998,0.496,1.64,5.0,-4.978490001,1.064,0.0,474.18,107.6,0.0,-1.329,679.48
-3.919089021000001,393.3,1799.0,389.8891,3.6369984985,1744.2,142.71153999999999,1343.91,5.1,1.5499999999999998,2540.0,2.35,2.78,5.4365,0.5720000000000001,1.75,5.95,-5.33601905125,1.012,0.30969424,473.325,101.4,0.33680744,-1.00125,706.33
-3.6982502580000003,393.3,1799.0,389.8891,3.555376061,1744.2,130.05653999999998,1270.16,5.1,1.5,2200.0,2.3,2.78,5.222999999999999,0.552,1.75,5.9,-5.1089651755,1.03,0.30969424,473.79,103.6,0.33680744,-1.0094999999999998,666.38
-3.9192758685000006,393.3,1799.0,389.8891,3.7017876425,1744.2,143.43504,1324.61,5.1,1.5499999999999998,2585.0,2.35,2.55,5.5074999999999985,0.5770000000000001,1.75,5.95,-5.337259416499999,1.0,0.30969424,473.41,100.3,0.33680744,-1.0487499999999998,712.08
-3.698623953,393.3,1799.0,389.8891,3.684954349,1744.2,131.50354,1231.56,5.1,1.5,2290.0,2.3,2.55,5.364999999999998,0.5619999999999999,1.75,5.9,-5.111445906,1.006,0.30969424,473.96,101.4,0.33680744,-1.1045,677.88
-4.045681945,393.3,1799.0,389.8891,3.7249021294999998,1744.2,147.20154,1378.76,5.1,1.5499999999999998,2865.0,2.4,1.8999999999999997,5.648,0.5925,1.75,6.45,-5.4699206609165,0.9925,0.30969424,472.775,99.0,0.33680744,-1.00275,740.58
-3.951436106,393.3,1799.0,389.8891,3.731183323,1744.2,139.03654,1339.86,5.1,1.5,2850.0,2.4,1.8999999999999997,5.645999999999999,0.593,1.75,6.9,-5.376768394832999,0.991,0.30969424,472.69,98.8,0.33680744,-1.0125,734.88
-4.0484472600000005,393.3,1799.0,389.8891,3.726940574,1744.2,151.28704,1412.91,5.1,1.6,2865.0,2.4,1.8999999999999997,5.564,0.5920000000000001,1.75,6.35,-5.4725640037500005,0.9935,0.30969424,472.195,99.05,0.33680744,-0.97225,735.63
-3.956966736,393.3,1799.0,389.8891,3.735260212,1744.2,147.20754,1408.16,5.1,1.6,2850.0,2.4,1.8999999999999997,5.478,0.5920000000000001,1.75,6.7,-5.3820550805,0.993,0.30969424,471.53,98.9,0.33680744,-0.9515,724.98
-4.0446491180000015,393.3,1799.0,389.8891,3.7137721675,1744.2,148.25354,1385.41,5.1,1.5499999999999998,2865.0,2.4,1.8999999999999997,5.6685,0.5925,1.75,6.5,-5.4687137820834995,0.992,0.30969424,472.785,99.1,0.33680744,-0.9719166666500001,743.6800000000002
-3.9493704519999997,393.3,1799.0,389.8891,3.7089233989999997,1744.2,141.14054,1353.16,5.1,1.5,2850.0,2.4,1.8999999999999997,5.6869999999999985,0.593,1.75,7.0,-5.3743546371669995,0.99,0.30969424,472.71,99.0,0.33680744,-0.9508333333,741.08
-4.054450523,393.3,1799.0,389.8891,3.729337206,1744.2,149.88554,1405.41,5.1,1.5499999999999998,2865.0,2.4,1.91,5.4375,0.5914999999999999,1.75,6.15,-5.47796050525,0.995,0.30969424,472.64,99.35,0.33680744,-0.99325,721.0300000000002
-3.968973262,393.3,1799.0,389.8891,3.7400534760000004,1744.2,144.40454,1393.16,5.1,1.5,2850.0,2.4,1.91,5.225,0.591,1.75,6.300000000000002,-5.3928480835000006,0.996,0.30969424,472.42,99.5,0.33680744,-0.9935,695.7800000000002
-4.051574973,393.3,1799.0,389.8891,3.7198608794999997,1744.2,145.28304,1340.56,5.1,1.5499999999999998,2865.0,2.4,1.8999999999999997,5.5115,0.5920000000000001,1.75,6.25,-5.4755119200000015,0.9940000000000001,0.30969424,472.295,99.5,0.33680744,-0.98425,723.58
-3.9632221619999997,393.3,1799.0,389.8891,3.721100823,1744.2,135.19953999999998,1263.46,5.1,1.5,2850.0,2.4,1.8999999999999997,5.372999999999998,0.5920000000000001,1.75,6.5,-5.387950912999999,0.9940000000000001,0.30969424,471.73,99.8,0.33680744,-0.9755,700.88
-3.9068099035,393.3,1799.0,389.8891,3.6425449395,1744.2,142.54654,1319.51,5.1,1.5499999999999998,2600.0,2.35,2.7,5.452000000000001,0.5734999999999999,1.75,5.95,-5.323983618250001,1.0085,0.30969424,473.42,100.85,0.33680744,-1.06725,708.83
